,Laconia(New Hampshire),Rutland(Vermont),Scranton(Pennsylvania),Alexandria(Virginia),Murfreesboro(Tennessee),Baltimore(Maryland),Johnson City(Tennessee),Worcester(Massachusetts),Philadelphia(Pennsylvania),Fort Wayne(Indiana),Gary(Indiana),Ann Arbor(Michigan),Hartford(Connecticut),Dover(Delaware),Montgomery(Alabama),Lafayette(Indiana),Lafayette(Louisiana),Memphis(Tennessee),Norfolk(Virginia),New Orleans(Louisiana),Harrisburg(Pennsylvania),Bloomington(Indiana),Hamilton(New Jersey),Charlottesville(Virginia),Montpelier(Vermont),Johnstown(Pennsylvania),Milwaukee(Wisconsin),Manassas(Virginia),Cleveland(Ohio),Providence(Rhode Island),Greensboro(North Carolina),Nashville(Tennessee),Panama City(Florida),Troy(New York),Fayetteville-A(Arkansas),Erie(Pennsylvania),New Haven(Connecticut),Saginaw(Michigan),Reading(Pennsylvania),Bridgeport(Connecticut),Springdale(Arkansas),Syracuse(New York),Sanford(Maine),Cumberland(Maryland),Gaithersburg(Maryland),Buffalo(New York),Columbia-SC(South Carolina),Charleston(West Virginia),Youngstown(Ohio),Clarksburg(West Virginia),Lansing(Michigan),Owensboro(Kentucky),Springfield-I(Illinois),Nashua(New Hampshire),Burlington(Vermont),Raleigh(North Carolina),Bloomington(Illinois),Manchester(New Hampshire),Pittsfield(Massachusetts),Rochester(New Hampshire),Annapolis(Maryland),New Bern (North Carolina),Bowling Green(Kentucky),Michigan City(Michigan),Warwick(Rhode Island),Westbrook(Maine),New Bedford(Massachusetts),Stamford(Connecticut),Chelsea(Massachusetts),Birmingham(Alabama),Southaven(Mississippi),Fayetteville(North Carolina),Savannah(Georgia),Atlantic City(New Jersey),Lynchburg(Virginia),Augusta(Maine),New Rochelle(New York),Knoxville(Tennessee),Monroe(Louisiana),Elizabethtown(Kentucky),St. Louis(Missouri),Mobile(Alabama),Florence(Kentucky),York(Pennsylvania),Rockville(Maryland),South Bend(Indiana),Washington(DC),Valdosta(Georgia),Lewiston(Maine),Miami(Florida),Columbia(Maryland),Summerville(South Carolina),Akron(Ohio),Tonawanda(New York),Carmel(Indiana),Springfield(Massachusetts),Auburn(Maine),Jersey City(New Jersey),Greenville(South Carolina),Lexington(Kentucky),Evansville(Indiana),Richmond(Virginia),Frankfort(Kentucky),Columbus(Ohio),Blacksburg(Virginia),St. Petersburg(Florida),JacksonM(Mississippi),Keene(New Hampshire),Kenosha(Wisconsin),Allentown(Pennsylvania),Grand Rapids(Michigan),Tallahassee(Florida),Portsmouth(New Hampshire),Pittsburgh(Pennsylvania),Quincy(Massachusetts),Lancaster(Pennsylvania),Hagerstown(Maryland),Salisbury(Maryland),Wilmington-D(Delaware),Woodbridge(New Jersey),Jackson(Tennessee),Wheeling(West Virginia),Orlando(Florida),Biddeford(Maine),Conway(Arkansas),Portland(Maine),Bentonville(Arkansas),Dayton(Ohio),Jacksonville(Florida),Silver Spring(Maryland),Binghamton(New York),Jonesboro(Arkansas),Tampa(Florida),Concord(New Hampshire),Newport(Rhode Island),Winooski(Vermont),Kalamazoo(Michigan),Chicago(Illinois),Traverse city (Michigan),Tuscaloosa(Alabama),Springfield-M(Missouri),Hattiesburg(Mississippi),Winston-Salem(North Carolina),Champaign(Illinois),Durham(North Carolina),Dothan(Alabama),Utica(New York),Virginia Beach(Virginia),Baton Rouge(Louisiana),Rockford(Illinois),Cambridge(Massachusetts),Middletown(New Jersey),Biloxi(Mississippi),El Dorado(Arkansas),Jefferson City(Missouri),Toledo(Ohio),Cape Coral(Florida),Wilmington(North Carolina),Charlotte(North Carolina),Hilton Head Island(South Carolina),Blue Springs (Missouri),New York City(New York),Weirton(West Virginia),Chattanooga(Tennessee),Terre Haute(Indiana),Newark(New Jersey),Gainesville(Florida),Bossier City(Louisiana),Paterson(New Jersey),Cincinnati(Ohio),Morgantown(West Virginia),Yonkers(New York),Huntington(West Virginia),Flint(Michigan),Lebanon(New Hampshire),Kingsport(Tennessee),Louisville(Kentucky),Lake Charles(Louisiana),Albany(New York),Lorain(Ohio),Trenton(New Jersey),Indianapolis(Indiana),Brockton(Massachusetts),Huntsville(Alabama),Bangor(Maine),Shreveport(Louisiana),Mount Vernon(New York),Fall River(Massachusetts),Martinsburg(West Virginia),Atlanta(Georgia),Little Rock(Arkansas),Boston(Massachusetts),Peoria(Illinois),Tupelo(Mississippi),Seaford(Delaware),Parkersburg(West Virginia),Macon(Georgia),Sheboygan(Wisconsin),Muncie(Indiana),Detroit(Michigan)
Annapolis(Maryland),inf,inf,374.0,inf,inf,52.0,inf,inf,222.0,inf,inf,inf,inf,175.0,inf,inf,inf,inf,355.0,2688.0,177.2,inf,291.3,627.0,inf,362.0,inf,667.0,640.0,inf,851.0,1545.0,2205.0,700.2,2415.0,632.0,1160.9,1050.0,229.0,1186.9,2428.0,587.2,1089.2,255.0,81.0,784.0,1152.0,625.0,760.0,434.0,1016.0,1523.0,1471.0,1062.2,948.2,785.0,1408.0,1031.2,780.0,1065.2,0.0,969.0,1639.0,1190.0,1022.6,1144.2,1041.0,976.9000000000001,1003.2,1735.0,1899.0,890.0,1480.0,300.0,663.0,1232.2,759.2,1260.0,2353.0,1677.0,1635.0,2025.0,1156.0,137.0,72.0,1074.0,67.4,1779.0,1190.2,2989.0,52.0,1211.0,603.0,803.7,1166.0,872.0,1193.7,378.0,1165.0,908.0,1459.0,514.0,955.0,731.0,820.0,2694.0,2154.0,1001.0,1353.9,282.0,1123.0,1898.0,1089.2,426.0,1015.0,179.1,152.0,143.0,171.0,337.0,1756.0,487.0,2311.0,1119.4,2159.0,1145.2,2451.0,844.0,1707.0,55.0,468.2,1998.0,2029.0,1013.2,1054.7,948.2,1069.0,1250.9,1297.0,1835.0,1984.0,2177.0,885.0,1326.0,757.0,1927.0,628.2,383.5,2419.0,1395.9,996.0,371.0,2136.0,2298.0,1849.0,822.0,2222.0,993.0,987.0,1379.0,2006.0,390.5,484.0,1435.0,1313.0,364.0,1823.0,2447.0,377.0,874.0,371.0,416.4,703.0,999.0,916.2,1055.0,1033.0,2623.0,646.4,685.4,277.0,1012.0,1022.0,1610.0,1352.2,2455.0,424.09999999999997,1020.0,189.8,1399.0,2106.0,995.0,1471.0,2037.0,115.0,548.0,1535.0,1493.9,1098.0,915.0
New Bern (North Carolina),inf,inf,inf,621.0,inf,inf,580.0,inf,inf,inf,inf,inf,inf,inf,1480.0,inf,inf,1366.0,614.0,2178.0,1130.2,inf,1244.3,570.0,inf,1340.0,inf,608.0,1662.0,inf,311.0,1035.0,1695.0,1653.2,1905.0,1608.2,2113.9,2072.0,1182.0,2139.9,1918.0,1540.2,2042.2,1209.0,1044.0,1738.0,464.0,866.0,1714.0,1030.0,1970.0,1255.0,1948.0,2015.2,1901.2,184.0,1885.0,1984.2,1733.0,2018.2,969.0,0.0,1139.0,1806.7,1975.6,2097.2,1994.0,1929.9,1956.2,1047.0,1389.0,193.0,792.0,1253.0,499.0,2185.2,1712.2,750.0,1665.0,1255.0,1588.0,1337.0,1465.0,1090.0,664.7,1825.0,633.0,1091.0,2143.2,2301.0,716.7,445.0,1332.0,1757.7,1629.0,1825.0,2146.7,1331.0,588.0,1024.0,1319.0,455.0,1071.0,1168.0,556.0,2006.0,1466.0,1954.0,1911.9,1235.0,2000.7,1210.0,2042.2,1215.0,1968.0,1132.1,748.7,826.0,1124.0,1290.0,1246.0,1082.0,1623.0,2072.4,1649.0,2098.2,1941.0,1281.0,1019.0,645.4,1421.2,1488.0,1341.0,1966.2,2007.7,1901.2,1947.0,1808.9,2225.7,1147.0,1836.0,1489.0,353.0,1632.0,221.4,1239.0,1581.2,627.0,1731.0,1928.0,1949.0,1324.0,1448.0,1773.0,1802.0,1396.0,1534.0,155.0,415.0,613.0,1959.0,1343.5,1086.0,925.0,1498.0,1317.0,1135.0,1820.0,1330.0,1315.0,954.0,1369.4,948.0,1953.0,1869.2,617.7,1149.0,1935.0,1599.4,1368.0,1230.0,1333.0,1975.0,1100.0,2305.2,1826.0,1377.1,1973.0,733.0,810.0,1596.0,1948.0,1777.0,1527.0,862.5,991.0,946.0,2051.9,1422.0,1489.0
Bowling Green(Kentucky),inf,inf,inf,1256.0,156.0,inf,559.0,inf,inf,651.0,620.0,902.0,inf,inf,461.0,513.0,inf,438.0,1294.0,1159.0,1810.2,371.0,1924.3,1058.0,inf,2020.0,821.9,1190.0,999.0,inf,831.1,104.0,764.0,2009.0,977.0,1164.0,2252.7,986.0,1631.0,2278.7,990.0,1562.0,2181.0,1384.0,1563.0,1316.0,922.0,1039.0,1091.0,1242.0,865.0,116.0,809.0,2154.0,2040.0,955.0,746.0,2123.0,1849.0,2157.0,1639.0,1139.0,0.0,667.7,2091.6,2236.0,2110.0,1968.7,2072.2,314.0,461.0,988.1,1149.0,1804.0,974.0,2324.0,1881.0,391.0,1057.0,116.0,449.0,690.0,323.0,1569.0,1283.7,686.0,1252.0,1039.0,2282.0,1693.0,1335.7,1065.0,1034.0,1335.7,490.0,1941.0,2285.5,1860.0,681.0,252.0,180.0,1146.0,249.0,745.0,787.0,1398.0,779.0,2070.0,772.9,1668.0,861.7,798.0,2158.2,1211.0,2084.0,1594.0,1352.8,1492.7,1731.0,1819.0,315.0,951.0,1211.0,2211.2,721.0,2237.0,1013.0,653.0,1063.0,1264.4,1590.0,560.0,1241.0,2105.0,2123.7,2040.0,808.0,669.9,1086.7,414.0,798.0,842.0,786.0,493.0,918.0,631.0,1639.0,1270.0,1044.0,789.0,2065.0,1853.0,801.0,860.0,663.0,815.0,1432.0,1121.0,783.0,1112.0,820.0,1872.5,986.0,321.0,359.0,1800.0,1038.0,1009.0,1814.0,343.0,1067.0,1853.4,453.0,918.0,2008.0,552.0,183.0,1248.0,1784.0,723.0,1759.0,367.0,2091.0,286.0,2444.0,1017.0,1861.1,2089.0,1022.0,504.0,668.0,2064.0,638.0,599.0,1529.2,617.0,640.0,912.9,456.0,908.0
Michigan City(Michigan),inf,inf,inf,inf,inf,inf,inf,inf,inf,202.0,47.7,296.0,inf,inf,inf,197.7,inf,inf,inf,inf,inf,366.7,inf,inf,inf,inf,249.60000000000002,inf,550.0,inf,2094.0,2788.0,3448.0,1560.0,3658.0,715.0,1803.7,375.0,1182.0,1829.7,3671.0,1113.0,1732.0,935.0,1114.0,867.0,2327.0,1305.0,642.0,1114.0,261.0,551.7,412.59999999999997,1705.0,1591.0,1622.7,331.59999999999997,1674.0,1400.0,1708.0,1190.0,1806.7,667.7,0.0,1642.6,1787.0,1661.0,1519.7,1623.2,981.7,1128.7,1655.8,1816.7,1355.0,1641.7,1875.0,1432.0,1058.7,1724.7,705.7,576.5999999999999,1357.7,872.7,1120.0,1122.0,58.0,1153.4,1706.7,1833.0,2360.7,1145.0,1732.7,585.0,886.7,261.0,1492.0,1836.5,1411.0,1348.7,829.7,487.7,1689.0,819.7,456.0,1454.7,2065.7,1446.7,1621.0,200.60000000000002,1219.0,194.0,1465.7,1709.2,762.0,1635.0,1145.0,1044.0,1318.0,1282.0,1370.0,982.7,662.0,1878.7,1762.2,1388.7,1788.0,1680.7,476.7,1730.7,1141.0,1141.0,1227.7,1908.7,1656.0,1674.7,1591.0,145.0,97.6,419.0,1081.7,925.5999999999999,1509.7,1453.7,312.59999999999997,1585.7,1298.7,1190.0,1558.5,1711.7,242.6,1616.0,1404.0,1468.7,1527.7,790.5999999999999,308.0,2099.7,1788.7,1450.7,1779.7,947.5999999999999,1423.5,697.0,988.7,312.7,1351.0,1705.7,1676.7,1365.0,468.7,778.0,1404.4,676.0,314.0,1559.0,1219.7,471.7,1915.7,1335.0,450.0,1310.0,280.0,1642.0,953.7,1995.0,1684.7,1412.1,1640.0,999.0,1171.7,1335.7,1615.0,361.59999999999997,1266.7,1305.0,637.0,1307.7,340.59999999999997,285.0,363.0
Warwick(Rhode Island),266.6,381.6,inf,inf,inf,inf,inf,82.6,inf,inf,inf,inf,137.6,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,452.6,inf,inf,inf,inf,17.6,inf,inf,inf,516.6,3615.7999999999997,1144.6,160.0,1719.6,1002.6,195.2,3628.7999999999997,758.6,349.6,1270.6,1235.8000000000002,992.6,2352.8,1640.6,1429.6,1449.6,1685.6,2192.6,2140.6,165.6,476.6,1985.8000000000002,2077.6,198.39999999999998,242.6,263.6,1022.6,1975.6,2091.6,1642.6,0.0,364.6,72.80000000000001,229.0,109.1,2405.6,2552.6,1896.6,2486.6,949.4,1669.6,452.6,263.7,2096.4,3148.6,2129.6,2087.6,2781.6,1608.6,885.6,1033.6,1526.6,1036.0,2785.6,410.6,3784.6,1004.5,2217.6,1155.6,773.6,1618.6,165.6,414.1,609.9,2123.4,1722.6,1911.6,1520.6,1717.6,1322.6,1668.3999999999999,3489.6,2870.6,247.6,1806.5,771.4,1575.6,2889.6,195.1,1126.3999999999999,85.6,862.4,967.4,1078.8999999999999,900.4,643.6999999999999,2406.6,1217.3999999999999,3302.6,254.1,2812.6,292.2,3104.6,1435.6,2713.6,1023.6,533.6,2651.6,3035.6,224.6,50.0,471.6,1521.6,1703.5,1749.6,2505.6,2436.6,2933.6,1871.3999999999999,1778.6,1763.6,2722.6,462.6,1390.1,3135.6,1848.5,114.0,678.9,2892.6,2951.6,2301.6,1276.6,3228.6,1999.6,1948.3999999999999,2385.6,2458.6,298.8,1184.3999999999999,2271.4,1765.6,626.4,2829.6,3100.6,335.1,1495.6,1192.3999999999999,276.4,1524.3999999999999,1451.6,311.6,1903.3999999999999,1748.6,3339.6,307.6,1138.0,435.1,1603.6,86.6,2377.6,494.1,3108.6,268.8,47.400000000000006,1005.1999999999999,2357.4,2759.6,106.6,1923.6,2690.6,1041.3999999999999,1360.3999999999999,2493.4,1946.5,1550.6,1369.6
Westbrook(Maine),138.0,309.0,inf,inf,inf,inf,inf,322.0,inf,inf,inf,inf,427.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,324.0,inf,inf,inf,inf,387.0,inf,inf,inf,444.0,3543.2,1072.0,490.0,1647.0,930.0,516.0,3556.2,686.0,55.0,1198.0,1163.2,920.0,2280.2,1568.0,1357.0,1377.0,1613.0,2120.0,2068.0,199.0,393.0,1913.2,2005.0,167.5,442.0,137.9,1144.2,2097.2,2236.0,1787.0,364.6,0.0,365.0,509.0,188.8,2550.0,2697.0,2018.2,2608.2,1071.0,1791.2,98.0,543.7,2218.0,3293.0,2274.0,2232.0,2926.0,1753.0,1007.2,1155.2,1671.0,1157.6,2907.2,55.0,3929.0,1126.1,2339.2,1300.0,916.0,1763.0,337.8,54.0,731.5,2245.0,1851.0,2056.0,1642.2,1862.0,1467.0,1790.0,3634.0,3015.0,227.0,1950.9,893.0,1720.0,3026.2,95.2,1248.0,212.3,984.0,1089.0,1200.5,1022.0,765.3,2551.0,1339.0,3439.2,36.2,2957.0,12.1,3249.0,1580.0,2835.2,1145.2,676.0,2796.0,3157.2,140.0,407.7,388.0,1666.0,1847.9,1894.0,2650.0,2581.0,3078.0,1993.0,1923.0,1885.2,2867.0,605.0,1511.7,3280.0,1992.9,197.3,800.5,3037.0,3096.0,2446.0,1421.0,3350.2,2121.2,2070.0,2507.2,2603.0,578.8,1306.0,2393.0,1910.0,748.0,2951.2,3245.0,615.0999999999999,1640.0,1314.0,556.4,1646.0,1596.0,228.0,2025.0,1893.0,3484.0,458.8,1282.4,715.0999999999999,1748.0,233.70000000000002,2522.0,214.0,3253.0,548.8,282.3,1126.8,2479.0,2904.0,197.0,2068.0,2835.0,1163.0,1482.0,2615.0,2090.9,1695.0,1514.0
New Bedford(Massachusetts),298.0,398.0,inf,inf,inf,inf,inf,114.0,inf,inf,inf,inf,219.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,484.0,inf,inf,inf,inf,55.2,inf,inf,inf,340.8,3440.0,968.8,232.8,1543.8,826.8,264.2,3453.0,562.0,381.0,1094.8,1060.0,794.0,2177.0,1464.8,1231.0,1273.8,1487.0,1994.0,1942.0,166.0,477.0,1810.0,1879.0,198.8,261.0,264.0,1041.0,1994.0,2110.0,1661.0,72.80000000000001,365.0,0.0,297.2,100.0,2424.0,2571.0,1915.0,2505.0,967.8,1688.0,453.0,331.9,2114.8,3167.0,2148.0,2106.0,2800.0,1627.0,904.0,1052.0,1545.0,1054.4,2804.0,411.0,3803.0,1022.9,2236.0,1174.0,792.0,1637.0,182.0,414.5,628.3,2141.8,1741.0,1930.0,1539.0,1736.0,1341.0,1686.8,3508.0,2889.0,248.0,1824.9,789.8,1594.0,2908.0,186.0,1144.8,80.0,880.8,985.8,1097.3,918.8,662.0999999999999,2425.0,1235.8,3321.0,245.0,2831.0,283.1,3123.0,1454.0,2732.0,1042.0,552.0,2670.0,3054.0,225.0,60.1,472.0,1540.0,1721.9,1768.0,2524.0,2455.0,2952.0,1889.8,1797.0,1782.0,2741.0,481.0,1408.5,3154.0,1866.9,99.0,697.3,2911.0,2970.0,2320.0,1295.0,3247.0,2018.0,1966.8,2404.0,2477.0,366.99999999999994,1202.8,2289.8,1784.0,644.8,2848.0,3119.0,403.29999999999995,1514.0,1210.8,344.59999999999997,1542.8,1470.0,312.0,1921.8,1767.0,3358.0,326.0,1156.4,503.29999999999995,1622.0,60.0,2396.0,485.0,3127.0,336.99999999999994,25.4,1023.5999999999999,2375.8,2778.0,93.0,1942.0,2709.0,1059.8,1378.8,2511.8,1964.9,1569.0,1388.0
Stamford(Connecticut),411.0,384.7,inf,inf,inf,inf,inf,227.0,inf,inf,inf,inf,122.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,493.7,inf,inf,inf,inf,242.0,inf,inf,inf,276.7,3375.8999999999996,904.7,69.0,1479.7,762.7,39.5,3388.8999999999996,449.7,494.0,1030.7,995.9000000000001,652.7,2112.9,1400.7,1089.7,1209.7,1345.7,1852.7,1800.7,310.0,497.7,1745.9,1737.7,342.8,260.7,408.0,976.9000000000001,1929.9,1968.7,1519.7,229.0,509.0,297.2,0.0,302.2,2282.7,2429.7,1850.9,2440.9,903.7,1623.9,597.0,34.7,2050.7,3025.7,2006.7,1964.7,2658.7,1485.7,839.9000000000001,987.9000000000001,1403.7,990.3,2739.9,555.0,3661.7,958.8,2171.9,1032.7,672.4000000000001,1495.7,168.7,558.5,564.2,2077.7,1599.7,1788.7,1474.9,1594.7,1199.7,1622.7,3366.7,2747.7,297.7,1683.6000000000001,725.7,1452.7,2766.7,388.2,1010.7,310.0,816.7,921.7,1033.2,854.7,598.0,2283.7,1101.7,3179.7,447.2,2689.7,485.3,2981.7,1312.7,2667.9,977.9000000000001,325.7,2528.7,2989.9,369.0,230.0,497.7,1398.7,1580.6,1626.7,2382.7,2313.7,2810.7,1825.7,1655.7,1717.9,2599.7,417.7,1344.4,3012.7,1725.6,299.0,633.2,2769.7,2828.7,2178.7,1153.7,3182.9,1953.9,1902.7,2339.8999999999996,2335.7,69.80000000000001,1068.7,2225.7,1642.7,580.7,2783.9,2977.7,106.10000000000001,1372.7,1132.7,47.400000000000006,1419.7,1328.7,396.7,1857.7,1625.7,3216.7,277.4,1015.1,206.10000000000002,1480.7,311.0,2254.7,687.2,2985.7,39.800000000000004,264.7,959.5,2311.7,2636.7,294.0,1800.7,2567.7,995.7,1244.7,2447.7,1823.6000000000001,1427.7,1246.7
Chelsea(Massachusetts),174.0,300.0,inf,inf,inf,inf,inf,75.2,inf,inf,inf,inf,180.2,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,315.0,inf,inf,inf,inf,91.5,inf,inf,inf,305.8,3405.0,933.8,243.2,1508.8,791.8,269.2,3418.0,527.0,133.8,1059.8,1025.0,759.0,2142.0,1429.8,1196.0,1238.8,1452.0,1959.0,1907.0,73.0,384.0,1775.0,1844.0,105.8,223.2,121.1,1003.2,1956.2,2072.2,1623.2,109.1,188.8,100.0,302.2,0.0,2386.2,2533.2,1877.2,2467.2,930.0,1650.2,276.8,336.9,2077.0,3129.2,2110.2,2068.2,2762.2,1589.2,866.2,1014.2,1507.2,1016.5999999999999,2766.2,234.8,3765.2,985.0999999999999,2198.2,1136.2,754.2,1599.2,147.5,238.3,590.5,2104.0,1703.2,1892.2,1501.2,1698.2,1303.2,1649.0,3470.2,2851.2,155.0,1787.1000000000001,752.0,1556.2,2870.2,86.0,1107.0,23.5,843.0,948.0,1059.5,881.0,624.3,2387.2,1198.0,3283.2,145.0,2793.2,183.1,3085.2,1416.2,2694.2,1004.2,514.2,2632.2,3016.2,132.0,128.7,379.0,1502.2,1684.1000000000001,1730.2,2486.2,2417.2,2914.2,1852.0,1759.2,1744.2,2703.2,443.2,1370.7,3116.2,1829.1000000000001,8.5,659.5,2873.2,2932.2,2282.2,1257.2,3209.2,1980.2,1929.0,2366.2,2439.2,372.0,1165.0,2252.0,1746.2,607.0,2810.2,3081.2,408.29999999999995,1476.2,1173.0,349.59999999999997,1505.0,1432.2,219.0,1884.0,1729.2,3320.2,288.2,1118.6,508.29999999999995,1584.2,44.9,2358.2,385.0,3089.2,342.0,90.2,985.8,2338.0,2740.2,8.2,1904.2,2671.2,1022.0,1341.0,2474.0,1927.1000000000001,1531.2,1350.2
Birmingham(Alabama),inf,inf,inf,1362.0,262.0,inf,665.0,inf,inf,inf,inf,inf,inf,inf,147.0,inf,inf,544.0,1400.0,845.0,1916.2,inf,2030.3,1164.0,inf,2126.0,inf,1296.0,2448.0,inf,937.1,210.0,450.0,2439.2,1083.0,2394.2,2899.8999999999996,2858.0,1968.0,2925.8999999999996,1096.0,2326.2,2828.2,1995.0,1830.0,2524.0,583.0,1145.0,2020.0,1348.0,2276.0,430.0,1123.0,2468.0,2354.0,959.0,1060.0,2437.0,2163.0,2471.0,1735.0,1047.0,314.0,981.7,2405.6,2550.0,2424.0,2282.7,2386.2,0.0,567.0,854.0,666.0,1991.0,1072.0,2638.0,2195.0,497.0,743.0,430.0,763.0,376.0,637.0,1786.2,1389.7,1000.0,1358.0,604.0,2596.0,1379.0,1441.7,735.0,1348.0,1649.7,804.0,2255.0,2599.5,2069.0,471.0,566.0,494.0,1217.0,563.0,1059.0,893.0,1084.0,401.0,2384.0,1086.9,1879.0,1175.7,484.0,2472.2,1499.0,2398.0,1808.0,1458.8,1592.0,1862.0,2028.0,421.0,1265.0,897.0,2525.2,827.0,2551.0,1119.0,967.0,749.0,1370.4,1904.0,666.0,927.0,2419.0,2437.7,2354.0,1122.0,983.9,1400.7,100.0,1014.0,528.0,863.0,807.0,963.0,317.0,1953.0,1376.0,666.0,1103.0,2379.0,2062.0,487.0,851.0,977.0,1129.0,1118.0,919.0,634.0,733.0,1134.0,2081.5,1300.0,338.0,673.0,2011.0,724.0,898.0,2025.0,657.0,1381.0,2064.4,767.0,1232.0,2322.0,658.0,497.0,870.0,2098.0,1037.0,1968.0,681.0,2405.0,163.0,2758.0,904.0,2072.1,2403.0,1336.0,237.0,774.0,2378.0,952.0,705.0,1628.5,931.0,373.0,1226.9,770.0,1222.0
Southaven(Mississippi),inf,inf,inf,1506.0,396.0,inf,809.0,inf,inf,inf,inf,inf,inf,inf,715.0,inf,inf,23.0,1544.0,619.0,2060.2,inf,2174.3,1308.0,inf,2270.0,inf,1440.0,2592.0,inf,1081.1,357.0,1017.0,2583.2,562.0,2538.2,3043.8999999999996,3002.0,2112.0,3069.8999999999996,575.0,2470.2,2972.2,2139.0,1974.0,2668.0,1172.0,1289.0,2164.0,1492.0,2420.0,577.0,1270.0,2615.0,2501.0,1205.0,1207.0,2584.0,2310.0,2618.0,1899.0,1389.0,461.0,1128.7,2552.6,2697.0,2571.0,2429.7,2533.2,567.0,0.0,1238.1,1233.0,2135.0,1224.0,2785.0,2342.0,641.0,517.0,577.0,910.0,612.0,784.0,1930.2,1533.7,1147.0,1502.0,1171.0,2743.0,1946.0,1585.7,1302.0,1495.0,1796.7,951.0,2402.0,2746.5,2213.0,931.0,713.0,641.0,1396.0,710.0,1206.0,1037.0,1651.0,318.0,2531.0,1233.9,2023.0,1322.7,1008.0,2619.2,1643.0,2545.0,1952.0,1602.8,1742.7,2006.0,2172.0,154.0,1412.0,1421.0,2672.2,306.0,2698.0,598.0,1114.0,1273.0,1514.4,2051.0,145.0,1451.0,2566.0,2584.7,2501.0,1269.0,1130.9,1547.7,619.0,493.0,460.0,1036.0,954.0,1168.0,884.0,2100.0,1520.0,583.0,1250.0,2526.0,2206.0,580.0,445.0,715.0,1276.0,1642.0,1371.0,1033.0,1300.0,749.0,2225.5,1447.0,561.0,820.0,2155.0,1248.0,594.0,2169.0,804.0,1528.0,2208.4,914.0,1379.0,2469.0,802.0,644.0,787.0,2245.0,1184.0,2112.0,828.0,2552.0,531.0,2905.0,602.0,2216.1,2550.0,1483.0,744.0,253.0,2525.0,1099.0,166.0,1779.2,1078.0,880.0,1373.9,917.0,1369.0
Fayetteville(North Carolina),inf,inf,inf,542.0,inf,inf,429.1,inf,inf,inf,inf,inf,inf,inf,876.0,inf,inf,1215.1,535.0,1574.0,1051.2,inf,1165.3,457.0,inf,1261.0,inf,529.0,1583.0,inf,157.0,884.1,1179.0,1574.2,1754.1,1529.2,2034.9,1993.0,1103.0,2060.9,1767.1,1461.2,1963.2,1130.0,965.0,1659.0,271.0,712.0,1587.0,915.0,1843.0,1104.1,1797.1,1936.2,1822.2,105.0,1734.1,1905.2,1654.0,1939.2,890.0,193.0,988.1,1655.8,1896.6,2018.2,1915.0,1850.9,1877.2,854.0,1238.1,0.0,599.0,1174.0,345.0,2106.2,1633.2,599.1,1472.0,1104.1,1437.1,1144.0,1311.1,1011.0,585.7,1674.1,554.0,898.0,2064.2,2108.0,637.7,321.0,1178.0,1630.7,1478.1,1746.0,2067.7,1252.0,385.0,873.1,1168.1,376.0,920.1,1014.0,405.1,1813.0,1255.0,1875.0,1761.0,1156.0,1849.8,1017.0,1963.2,1066.0,1889.0,1053.1,669.7,747.0,1045.0,1211.0,1095.1,975.0,1430.0,1993.4,1498.1,2019.2,1790.1,1127.0,826.0,566.4,1342.2,1337.1,1148.0,1887.2,1928.7,1822.2,1796.1,1658.0,2074.8,954.0,1685.1,1296.0,202.1,1481.1,138.0,1046.0,1502.2,548.0,1520.0,1777.1,1870.0,1245.0,1255.0,1580.0,1651.1,1242.0,1341.0,150.0,222.0,489.0,1808.1,1264.5,1007.0,774.1,1347.1,1238.0,942.0,1627.0,1251.0,1161.0,875.0,1290.4,794.0,1826.0,1790.2,466.8,998.1,1724.0,1520.4,1214.0,1151.0,1182.1,1896.0,949.1,2226.2,1633.0,1298.1,1894.0,654.0,617.0,1445.1,1869.0,1626.1,1376.1,783.5,837.0,753.0,1901.0,1271.1,1335.0
